Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Somalia,SOM,Individuals using the Internet (% of population),0.02,0.0790391786670095,0.115614213354469,0.376198002539086,1.05345474358422,1.07732783912096,1.10021636808277,1.12223562161375,1.14268737216185,1.16061054246061,,1.25,1.3767,1.5,1.63,1.76,1.88,2.00404869843096,
Serbia,SRB,Individuals using the Internet (% of population),,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.450364175,62.0750804639377,65.3170254003801,67.05684137,70.33083553,73.360709154564
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),0.500111927376875,0.639732242003933,0.825539085907052,1.1034662002361,1.49643281025969,2.02990115174056,2.70103652282748,3.48265938213061,3.88241882188385,4.60449853294834,7.00094621946545,8.39563907886823,10.2828145015313,12.3604501635377,15.053229755417,20.7427253305349,19.3377426209217,25.4122688607594,
South Sudan,SSD,Individuals using the Internet (% of population),,,,,,,,,,,,,,3.829969245,4.51615373,5.5,6.6797280510287,7.97742890716027,
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),0.500951379844348,0.640984265797682,0.82715554800862,1.10508030139709,1.49913624258177,2.03265443280183,2.70502061809509,3.48658471714816,3.88665182739957,4.60449853294834,7.00460756754665,8.39925610293002,10.2865684747854,12.3642174534025,15.0567497459365,20.7459232263524,19.3412224294041,25.4153314965117,
Small states,SST,Individuals using the Internet (% of population),5.00670233202205,6.6865011516551,8.93622321321785,10.8675511256895,12.6378359781824,13.7175681562154,15.3535860979244,17.3588682683696,20.0017815814425,22.4349948649496,25.9464678357027,30.2193998619698,32.9295707118933,37.1796115386536,40.7604061812258,43.9283401245331,46.5637305228534,52.796543904598,
Sao Tome and Principe,STP,Individuals using the Internet (% of population),4.6385168164075,6.31091788794615,7.580665168911,10.1618443069961,13.3228526892178,13.759484215906,14.1820197774712,14.5904831987414,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28,29.9312292018213,
Suriname,SUR,Individuals using the Internet (% of population),2.50641105226881,3.06444838873752,4.1615687449541,4.71987539528956,6.0760478144456,6.40308628759062,9.49962694173364,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.763827782511,45.4,48.9451739738554,
Slovak Republic,SVK,Individuals using the Internet (% of population),9.42680320061637,12.5283218484637,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.4399971746757,76.7099901181121,77.8826,79.98,77.6347,80.47585728,81.62566752,80.660335563768
Slovenia,SVN,Individuals using the Internet (% of population),15.1102595640388,30.1759104700854,27.8388854180687,31.8547930120441,40.81,46.81,54.01,56.74,58,64,70,67.3399948092396,68.3499745287825,72.6756,71.59,73.0987,75.49850426,78.88542636,79.7499765956562
Sweden,SWE,Individuals using the Internet (% of population),45.6876522122282,51.7656649372808,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.7699860554046,93.1799880065108,94.7836,92.52,90.6102,89.65094761,95.51006745,92.1416770535508
Eswatini,SWZ,Individuals using the Internet (% of population),0.926191777269401,1.28159005046719,1.81620380712642,2.43707385055863,3.22868507316111,3.69696107291824,3.69653878906882,4.1,6.85,8.94,11.04,18.13,20.7817825772944,24.7,26.17500573,25.64304231,28.5735227827685,47,
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Individuals using the Internet (% of population),7.39562918315276,11.0151029300174,14.3041708309972,14.5925043169492,24.2721392249906,25.4132681462836,34.95197117065,38.38,40.44,,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.5147081470678,58.769811242531,
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),0.181698580104333,0.353759130007247,2.09310101861765,3.39797261356623,4.32159377785571,5.64810604883917,7.83255156888787,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.979797235769,31.869627268866,34.2534019252321,
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,
Chad,TCD,Individuals using the Internet (% of population),0.03570707628555,0.0459341343557353,0.166069664674347,0.320308555366775,0.360920107034467,0.399257700084004,0.581045764229641,0.847224520710968,1.19,1.5,1.7,1.9,2.10000000005453,2.5,2.9,3.5,5,6.49999811951501,
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),1.91834617568113,2.81298348138187,4.46074903465608,5.83550071302029,6.97001660022154,8.41782314253582,10.2960422798831,14.5654376913373,19.5137088127271,24.0859015493009,29.3405130466642,32.8066999043968,36.5291594660845,39.7164193738067,42.0618027503957,44.2904169012046,48.7288078320717,51.1687446617394,
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),2.50101155138796,3.60385750917782,6.60209598051572,9.1213932889778,12.9213106446241,15.0645048905096,17.8430892609336,23.0680841952927,26.6502703896943,30.4274160484348,38.1363445838502,42.5553088825453,50.1062173659685,53.7765064765771,57.8326992228752,59.6719166599152,63.514764314534,67.3707225930819,73.520921529994
Togo,TGO,Individuals using the Internet (% of population),0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31,12.36022497,
Thailand,THA,Individuals using the Internet (% of population),3.68904127944164,5.55632612097332,7.53125033488567,9.29902723805965,10.6773033237281,15.0260043588909,17.1607147169285,20.03,18.2,20.1,22.4,23.669925618731,26.46,28.94,34.89,39.3161267365004,47.50496562,52.89192934,56.8174809301456
Tajikistan,TJK,Individuals using the Internet (% of population),0.048599594582182,0.0512591325352927,0.0554628269910006,0.0645837771508553,0.0774799071356825,0.298690023682825,3.77240620666448,7.19761951797855,8.78,10.07,11.55,13.03,14.51,16,17.49,18.980000000495,20.470000000055,21.959999999615,
Turkmenistan,TKM,Individuals using the Internet (% of population),0.13328218259348,0.175209517731422,0.302132016152841,0.425182631884743,0.754053982724623,0.997256558542959,1.3195731180963,1.40636068812023,1.75,1.95,3,5,7.1958,9.6,12.2,14.996774820447,17.990324461341,21.2509974103691,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),3.90354296634325,5.6466969057912,8.87928661990665,11.3104058751309,14.4445905319762,16.6847773885544,20.8944023158153,23.9048360596882,26.6835339517378,31.2774536200019,34.9761650872737,39.6999637739666,43.3896547168292,46.41458086218,48.9358794725547,54.8571419019332,57.524676380888,63.2598863874371,65.8062854383606
Timor-Leste,TLS,Individuals using the Internet (% of population),,,0,,,0.0990317678179026,0.5,1,1.5,2,3,4,7,11,17.5,23,25.24624959,27.4927317258886,
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),0.857976089603048,1.15088851158884,2.83049722832887,4.06992734823633,7.53392192881178,8.5371916738287,9.91140887281184,11.868513086363,15.0146750039573,17.6937325834104,20.6449973373033,22.9121340250944,26.1890997940771,29.7190970854109,34.7099199750472,43.049173168066,42.990688216505,50.9832270968278,59.5675021888616
Tonga,TON,Individuals using the Internet (% of population),2.4343980443669,2.82537183911525,2.90729731626382,2.98581736750435,3.95237389457043,4.90778276190383,5.85394409483389,7.17986532901248,8.11076994380395,10,16,25,30,32.75396061,35.95444145,38.65127243,39.95,41.248727643705,
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),0.475928509299902,0.664542970345947,1.46664446825556,1.84665677654019,2.1900753744214,2.55564645664168,2.99224040806596,3.98381730183109,4.42625968942614,5.16686609553699,7.21973969713248,9.41001702905328,11.5311286535912,13.7606188573742,19.0593018778098,16.2234730219156,20.2398494771729,30.0991840496481,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),0.500951379844348,0.640984265797682,0.827155548008619,1.10508030139709,1.49913624258177,2.03265443280183,2.70502061809509,3.48658471714816,3.88665182739956,4.60449853294834,7.00460756754665,8.39925610293001,10.2865684747854,12.3642174534025,15.0567497459365,20.7459232263524,19.3412224294041,25.4153314965117,
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),7.72141147401745,15.384627218944,21.9986754804449,25.9717641091609,27.0242700782714,28.9767124326784,30.0037485791676,32.3,34.8,44.3,48.5,55.2,59.5162,63.8,65.1,69.198470608693,73.296941218486,77.3260529262867,
Tunisia,TUN,Individuals using the Internet (% of population),2.75074029298135,4.29796603474685,5.25288729548421,6.49084579532797,8.52881775162591,9.65508654217982,12.9864086534204,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.5,49.59999484,64.1908102327387,64.1908102327387
Turkey,TUR,Individuals using the Internet (% of population),3.761685035075,5.18948146078506,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.065710430925,45.13,46.25,51.04,53.7449791423583,58.34773401,64.68461768,71.0427610728292
Tuvalu,TUV,Individuals using the Internet (% of population),5.24163958486214,,,,,,,10,15,20,25,30,35,37,39.2,42.7,46.0091515110578,49.3183386210322,
Tanzania,TZA,Individuals using the Internet (% of population),0.11719444010825,0.171300350668948,0.222484413923909,0.676962856510303,0.87757497099259,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,20,13,25,
Uganda,UGA,Individuals using the Internet (% of population),0.163714063074854,0.237945087191408,0.384093504951945,0.464849840113968,0.719970679914031,1.7422055032439,2.52936303826279,3.67196535074744,7.9,9.78,12.5,13.01354333,14.1,15.5,16.9,17.83485947,21.87617046,23.7065309106142,
Ukraine,UKR,Individuals using the Internet (% of population),0.716183762031043,1.23875954748114,1.87388511643427,3.14812758815439,3.4894778812677,3.749764414659,4.50612456357379,6.55,11,17.9,23.3,28.7082628400713,35.27,40.954128997,46.2359754571651,48.8846436813218,53,58.88947945,62.5531553933869
Upper middle income,UMC,Individuals using the Internet (% of population),2.48061137343426,3.57026314651376,5.89543026863431,7.777848539179,9.77154833431185,11.3806831021372,13.8621979926161,18.489122795877,23.1864531130352,28.1717687509575,33.5109059363534,37.7701579503994,42.415794159687,45.8037132988122,48.6713883900971,52.4755511046784,55.2245419991564,58.8140955526792,
Uruguay,URY,Individuals using the Internet (% of population),10.5390577480141,11.1214376832783,11.4194701966853,15.9371367159756,17.0630983403661,20.0881895579305,29.4,34,39.3,41.8,46.4,51.4046610563616,54.453768680746,57.69,61.46,64.5707870971624,66.4,68.279662557636,74.7671347261997
United States,USA,Individuals using the Internet (% of population),43.0791626375201,49.0808315896951,58.7854038836952,61.6971171244207,64.7582564759896,67.968052915002,68.9311932699721,75,74,71,71.69,69.7294607619268,74.7,71.4,73,74.5542024462761,85.5444212887222,87.2661128245915,
Uzbekistan,UZB,Individuals using the Internet (% of population),0.484347307694947,0.597567993875805,1.08193974248733,1.91259517784997,2.59372542084924,3.34350988825952,6.38832196706805,7.49060468138629,9.0801145234501,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.7912869407806,52.3051007893576,55.2
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),3.24503741064558,5.09480977832946,5.54959487957379,6.46227416659743,7.37116584201749,9.19827808234299,12,16,21,31,33.7,36.7,40,43.5,47.4,17.1320665213147,20.68943522,22.0042779775179,22.39426119213
"Venezuela, RB",VEN,Individuals using the Internet (% of population),3.3595974645036,4.63600094778677,4.91044632720325,7.49996346522407,8.40446959241215,12.5529979098299,15.2247114771787,20.83,25.88,32.7,37.37,40.22,49.0500830729861,54.9,57,64,60,72,
British Virgin Islands,VGB,Individuals using the Internet (% of population),,,18.8857412653447,,,,,,,36,37,37.4,37.6,,,,77.7014296797074,77.7042682926829,
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),13.8150805419196,18.3757660397468,27.4944323774436,27.4290729887632,27.3770087880198,27.3443196733265,27.3326105376325,27.3393358364014,27.3617774210613,27.3965096846662,31.22,35.6,40.5479,45.3,50.07,54.839137296,59.60831579895,64.3774942980087,
Vietnam,VNM,Individuals using the Internet (% of population),0.254248275754934,1.26565123612317,1.85499923592581,3.78028081370641,7.64240852842363,12.7399292907031,17.2545617186662,20.7554447679753,23.92,26.55,30.65,35.07,36.8,38.5,41,45,53,58.1400000036297,70.3496355762121
Vanuatu,VUT,Individuals using the Internet (% of population),2.10833689115184,2.83057223877678,3.51003871071264,3.90329584542948,4.74660261917533,5.08233380768449,5.85058505850585,6.8,7.26911992337492,7.5,8,9.2,10.598,11.3,18.8,22.351404582536,24,25.719787835664,
World,WLD,Individuals using the Internet (% of population),6.73387474501622,8.05906627397353,10.528355634463,12.2115803663674,14.1003490299858,15.7028781337163,17.4831725421414,20.4117077812234,22.9587408851454,25.3707942856153,28.7534640611052,31.1481630152325,34.2253845879874,36.7663427256347,39.8585526153139,41.688484849736,44.7036997371821,49.7230790801991,
Samoa,WSM,Individuals using the Internet (% of population),0.566392532680849,1.68990283058724,2.24483267578443,2.79963044878076,3.07552941044897,3.35259211246829,4.46917387320954,4.74998323535329,5.03161531623702,6,7,11,12.92249,15.3,21.2,25.407009766593,29.4117301129981,33.6109393195046,
Kosovo,XKX,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,83.89359681,89.44303197
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),0.0825003865143108,0.0908024587169292,0.518796032123435,0.604734100431821,0.881222988679516,1.04859793417826,1.24782404904485,5.01,6.89,9.96,12.35,14.905,17.4465,20,22.55,24.08540947,24.5792083636211,26.7183547662977,
South Africa,ZAF,Individuals using the Internet (% of population),5.34855973203537,6.34661931839768,6.71032243705404,7.00769172611251,8.4251186825406,7.48854252992921,7.60713967477381,8.06537517355504,8.43,10,24,33.97,41,46.5,49,51.919115722747,54,56.1673944673383,
Zambia,ZMB,Individuals using the Internet (% of population),0.191071642503428,0.233129556342332,0.477750906947484,0.980483039426114,2.01354953218533,2.85175226129009,4.15991339393107,4.87,5.55,6.31,10,11.5,13.4682,15.4,19,21,25.5065788475702,27.8525791041788,14.2999970950012
Zimbabwe,ZWE,Individuals using the Internet (% of population),0.401433535211582,0.799846045633137,1.1,1.8,2.1,2.4,2.4,3,3.5,4,6.4,8.4,12,15.5,16.3647399572904,22.7428181020497,23.11998904,27.0554876878336,
