Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Indonesia,IDN,Individuals using the Internet (% of population),0.925563864466858,2.01861385948459,2.13413573295808,2.38701977959476,2.60028587633414,3.60202476259646,4.76481313366657,5.78627472934199,7.91747938492903,6.92,10.92,12.28,14.52,14.94,17.14,21.9760677113476,25.4473537,32.2924418958799,39.9046386462913
IDA only,IDX,Individuals using the Internet (% of population),0.14088672985975,0.212510357249845,0.35301052707873,0.53404691231453,0.771308665376991,1.05392257157719,1.51495286786543,2.42351204351106,2.73573805346366,3.40696313793207,4.90311947202785,5.60130096475609,6.85464578428929,8.47810846397482,11.6631815722405,15.2322266349123,16.9356725442987,20.2468525363358,
Isle of Man,IMN,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,
India,IND,Individuals using the Internet (% of population),0.527532449930946,0.660146377009928,1.53787558175083,1.68648997063625,1.97613649190559,2.38807499995774,2.80549986534254,3.95,4.38,5.12,7.5,10.07,12.5800609138955,15.1,21,17,22,34.45,
Not classified,INX,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,
Ireland,IRL,Individuals using the Internet (% of population),17.8504672405807,23.1388121904053,25.85,34.31,36.99,41.61,54.82,61.158324551,65.34,67.38,69.85,74.8899729670944,76.919992540097,78.2477,83.4917223351728,83.4947916666667,85.01113212,84.1140070623844,84.5223020568612
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),0.934190019959829,1.48422133163363,4.62617511492205,6.93372195304053,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,45.3349758846986,53.22677167,64.04397362,70.0045522180671
Iraq,IRQ,Individuals using the Internet (% of population),,0.1,0.5,0.6,0.9,0.9,0.95234424383919,0.93,1,1.06,2.5,5,7.1,9.2,13.21,58,21.23,49.35999889,75.0000013115036
Iceland,ISL,Individuals using the Internet (% of population),44.470533824288,49.3929953676426,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,94.8196868008949,96.2097995545657,96.5468,98.16,98.2,98.2400162999185,98.26,99.0109539916991
Israel,ISR,Individuals using the Internet (% of population),20.8737899981674,17.3786238639049,17.7645990630493,19.5933936579649,22.7704855254035,25.1940424216829,27.8810744577346,48.1280621948445,59.39,63.12,67.5,68.8738779907441,70.8,70.250311945,75.0177531628076,77.3520896572253,79.65312418,81.58118359,83.7331390569778
Italy,ITA,Individuals using the Internet (% of population),23.1108742441037,27.2221169788811,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983018814,55.829997993283,58.4593,55.6384602242293,58.1417349568747,61.32425277,63.077347,74.3871829234822
Jamaica,JAM,Individuals using the Internet (% of population),3.11577802729967,3.8630203874764,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.438613414848,33.79,37.1,40.4027351046672,42.2212211907441,44.36685637,55.0720670507751,
Jordan,JOR,Individuals using the Internet (% of population),2.62327542156362,4.70571958094159,6.02553241191204,8.46600501623938,11.6587413706379,12.9328520457507,13.8671087882097,20,23,26,27.2,34.9,37,41.4,46.2,60.1143826895006,62.3021925670712,66.7903144326458,
Japan,JPN,Individuals using the Internet (% of population),29.9907403589142,38.5320608612719,46.5942011179917,48.4352658899653,62.3939296327259,66.9210661042901,68.6852703213795,74.3,75.4,78,78.21,79.0541135244739,79.4964,88.219428911,89.1068330166075,91.0580283929962,93.18272128,84.58806583,91.2816084864932
Kazakhstan,KAZ,Individuals using the Internet (% of population),0.668594402621264,1.00612421099739,1.67477099516366,2.00041475265872,2.6503946570164,2.96170749150089,3.26836905115978,4.02,11,18.2,31.6,50.6,61.9066274652008,63.30422443,66,70.82993359566,74.58772647,76.42674823,78.9039190578816
Kenya,KEN,Individuals using the Internet (% of population),0.318059713612037,0.619782266151425,1.20777388492125,2.94190286101524,3.02352804209621,3.10189770248496,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13,16.5,16.5878548475992,16.6,17.8271002088645,
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),1.04140114469361,3.00294132719239,2.99926518003089,3.90876626828521,5.09038530732863,10.5338013405507,12.3069069959465,14.03,15.7,16,16.3,17.5,19.8,23,28.3,30.247042775311,37,38,
Cambodia,KHM,Individuals using the Internet (% of population),0.047022640068885,0.0769560555527296,0.226983237666204,0.260570197574002,0.300436644360101,0.317321781089656,0.468356720063827,0.49,0.51,0.53,1.26,3.1,4.94,6.8,14,6.43319107021405,32.39845171,32.44694856,40
Kiribati,KIR,Individuals using the Internet (% of population),1.78522547397736,2.33745894837722,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.7467976841839,11.5,12.25,12.99748389414,13.7,14.5818181818182,
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),5.86281024037522,7.71472655580319,21.152381758186,22.9697842928439,24.7376775443732,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,76.8176749076294,80.710190808323,
"Korea, Rep.",KOR,Individuals using the Internet (% of population),44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.7591201534472,84.07,84.77,87.5568264944747,89.9,92.84302568,95.06942188,96.0228595797887
Kuwait,KWT,Individuals using the Internet (% of population),6.73139576837536,8.55179243431475,10.2489679289296,22.4029383804612,22.9271120360078,25.9261083689107,28.7911979549612,34.8,42,50.8,61.4,65.7690706867398,70.45,75.46,78.7,72,78.36738376,100,99.5988495907557
Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),3.36120750756335,5.05521295754094,8.30761726671529,10.6795916852462,13.8614421207777,16.0690648812773,20.215998659901,23.2083512265351,25.9309086674699,30.4710562562741,34.1500352706399,38.7184241711464,42.512344035334,45.6077222197174,48.0944207072118,53.7904404063163,56.3874741374994,62.5334296402846,65.739453251234
Lao PDR,LAO,Individuals using the Internet (% of population),0.111044032290124,0.181664460654566,0.267899241309349,0.333912466428616,0.361434490258043,0.850357490288917,1.16989342772256,1.64,3.55,6,7,9,10.747676189122,12.5,14.26,18.2,21.87,25.5104350823024,
Lebanon,LBN,Individuals using the Internet (% of population),7.95274373635276,6.78321977527715,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.249785718304,70.5,73,74,76.11,78.1807748907671,
Liberia,LBR,Individuals using the Internet (% of population),0.0177027057169472,0.033812227177592,0.0327133071190699,0.0318689345450327,0.0310111848040233,,,0.551376580555429,0.53,2,2.3,2.5,2.6,3.2,5.41,33,7.31910641139578,7.98447972152267,
Libya,LBY,Individuals using the Internet (% of population),0.187042622337565,0.366533175284228,2.24441822165946,2.81451798740855,3.53283816154549,3.91778797710285,4.30105178913002,4.72199937850513,9,10.8,14,14,,16.5,17.76,19.016079781565,20.27215956269,21.7589206159252,
St. Lucia,LCA,Individuals using the Internet (% of population),5.09048334139327,8.18186395448366,14.6418357746777,20.9824734633424,21.395212362765,21.5675829464215,24.5,27.9,30,31,32.5,34,34.82,36,39.7,42.530930474403,46.7290780591803,50.8152447764038,
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),3.88445540359558,5.63092332263949,8.8525507155636,11.2655071349164,14.3980321287753,16.6160568071751,20.7533781650371,23.7118466917791,26.514043797905,31.0392955545176,34.7021411941668,39.3384906817656,43.1628933561664,46.2373336353921,48.6070157049294,54.6161404817287,57.3546142720993,63.2182251081196,65.8062854383606
Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),0.0996904057417795,0.144833876922816,0.236758181804958,0.356628732499322,0.556862347273282,0.788316919724701,1.11849520461145,1.9239608689546,2.10956445292671,2.68628150050055,4.12030349929693,4.74853036756793,6.01321918441524,7.48580306522419,10.7120019563054,13.700161664687,15.0609352442119,18.2496988224006,
Low income,LIC,Individuals using the Internet (% of population),0.0978869978268834,0.137874191160006,0.29282756160728,0.456945649826893,0.674155524227209,0.952728899161521,1.29131622816829,1.79732212990151,2.45206220788409,3.16351949634922,4.2014557921291,4.6794513748933,5.65677153092862,6.9652345248326,8.55998000287208,12.1981380706785,13.0829086294098,16.4386660810544,
Liechtenstein,LIE,Individuals using the Internet (% of population),36.5152298938015,45.1168526483592,59.4707106749926,58.8096918372148,64.0074481394199,63.3713561470216,64.2141613630526,65.080218443168,70,75,80,85,89.4077,93.8,95.21,96.6411950959488,98.0939038921672,98.1,
Sri Lanka,LKA,Individuals using the Internet (% of population),0.647410010940963,0.793821864362622,1.05042270585318,1.45858022842408,1.44615998041486,1.79204679392588,2.53756612897332,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,12.1,16.4,34.1133478999619,
Lower middle income,LMC,Individuals using the Internet (% of population),0.56103077623594,0.874867745465721,1.59742323115277,2.10174830451581,2.92582402427112,3.68075366176146,4.57021035732128,5.75553291802416,6.75748839183001,7.77511016500105,10.7055827686978,12.9036302427539,15.4174259622684,18.0350023594103,22.559375678119,22.6107350740932,26.0708923976379,34.716073808246,
Low & middle income,LMY,Individuals using the Internet (% of population),1.44176347479661,2.04873920285442,3.44434765890679,4.52271634054105,5.80833147487782,6.89142007849822,8.46645632485871,11.038382618249,13.6515836801694,16.348118156438,20.0745390688864,22.9064280775081,26.1084401646441,28.9274405213657,32.3764414844396,34.3246548910997,37.1359991006009,43.0069475714592,
Lesotho,LSO,Individuals using the Internet (% of population),0.211806070361977,0.261150063093855,1.08394313737534,1.53249659019509,2.17552433931097,2.58024548419449,2.97970818724486,3.44543125970873,3.58,3.72,3.86,7,10,15,22,25,27.36,29,
Late-demographic dividend,LTE,Individuals using the Internet (% of population),2.46939231568441,3.55747178208092,5.90932695255329,8.02143040026333,10.362211385503,12.2760642670335,15.1227721106092,19.9670577925976,25.1970113838956,30.6000245197998,36.0373430789403,40.0504438820325,44.7107617616052,48.3719501812781,50.9167210254519,53.3764299192314,56.7518719524841,59.2428246582081,
Lithuania,LTU,Individuals using the Internet (% of population),6.42706749477765,7.17935699381369,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774002179,67.2299893276414,68.4529,72.13,71.378,74.37664556,77.61525651,79.7225827680518
Luxembourg,LUX,Individuals using the Internet (% of population),22.8873279731211,36.163422506306,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.0298585646936,91.9499237417387,93.7765,94.67,96.38,98.13669867,97.36296032,97.061298705829
Latvia,LVA,Individuals using the Internet (% of population),6.31906208267861,7.21934580836289,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.7499545592245,73.1199437663748,75.2344,75.83,79.2006,79.84209778,80.114077,83.5771748630956
"Macao SAR, China",MAC,Individuals using the Internet (% of population),13.6085897418451,22.5212167700561,25.1718801643395,25.7421239826498,31.4840973824121,34.8629271733959,46.4,47.327,49.24,54,55.198,60.2036967182195,61.31,65.8,69.78,77.6001318608868,81.64298546,83.17408907,83.7940896091516
St. Martin (French part),MAF,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,
Morocco,MAR,Individuals using the Internet (% of population),0.693791244805455,1.37143810096418,2.37325319241544,3.35336668122363,11.6079347729582,15.0844445240204,19.7711915653115,21.5,33.1,41.3,52,46.107482597,55.4160531914894,56,56.8,57.08,58.27123642,61.76221201,64.8038651924043
Monaco,MCO,Individuals using the Internet (% of population),42.1848634460346,46.6461423640265,48.0471171729696,49.4911689195459,52.4901966838546,55.4648260561427,61.4760397135217,64.3776824034335,67.25,70.1,75,80.3,87,90.7,92.4,93.3633020180933,95.2081779700534,97.0529768369275,
Moldova,MDA,Individuals using the Internet (% of population),1.28284641670022,1.48781295215565,3.78724279887342,7.40754458415897,10.629390841654,14.6302704551796,19.6206477051634,20.45,23.39,27.5,32.3,38,43.37,60,67,69,70.99999911,76.1245198931608,
Madagascar,MDG,Individuals using the Internet (% of population),0.196394691006341,0.222511586178292,0.339720154596142,0.423252419277809,0.525353654946669,0.567721802237403,0.607552238860378,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.173972190007,4.713662899498,9.8,
Maldives,MDV,Individuals using the Internet (% of population),2.2038729393788,3.61729064930367,5.3477651689359,5.97659284988557,6.58825487530861,6.86960506696215,11.0363527828647,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.461955146942,59.0925899654109,63.1856658848485,
Middle East & North Africa,MEA,Individuals using the Internet (% of population),1.70756804876231,2.09814805179304,3.78026306496792,5.15698288620121,8.43172154163906,9.84171626241337,11.8829065321517,15.1290833665656,18.838487750071,21.7389130799282,25.0327265202501,28.0057763095061,31.8011280817312,35.5087288962923,40.4000183025069,47.9201073132804,48.4946922583944,56.2157638821613,65.1449720538353
Mexico,MEX,Individuals using the Internet (% of population),5.08138415338066,7.0380231165045,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.1762954125184,39.75,43.46,44.39,57.4310429923633,59.540446,63.85224909,65.7726344759233
Marshall Islands,MHL,Individuals using the Internet (% of population),1.53427179624871,1.7066140776699,2.33544457522934,2.5697503671072,3.59977681383754,3.8787023977433,3.79559021427832,3.95,4.6,5.6,7,10,12.5,14,16.8,19.282441803511,29.7877793626081,38.701162619829,
Middle income,MIC,Individuals using the Internet (% of population),1.5672712451878,2.23015677600143,3.74799418995199,4.92006059740255,6.31675725739676,7.48357986025211,9.18431306019834,11.9981052677835,14.8424036870027,17.7711007162712,21.7641840823716,24.9155428472665,28.3947442539083,31.3519728562786,35.0434040604333,36.8383056138023,39.9099292387643,46.118026465516,
North Macedonia,MKD,Individuals using the Internet (% of population),2.48556631640066,3.46818460849398,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.449947312961,65.24,68.06,70.3802,72.15681447,74.51682418,79.1677551850871
Mali,MLI,Individuals using the Internet (% of population),0.142545755049184,0.185897413256084,0.2270455784917,0.310364443230575,0.432819639900985,0.507063135952247,0.729627280833101,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,11.1121864890589,13,
Malta,MLT,Individuals using the Internet (% of population),13.1137087111024,17.8778483243348,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.0198237885462,68.1998742928975,68.9138,73.17,75.96,78.0751488032182,81.0119110762945,81.6580454874453
Myanmar,MMR,Individuals using the Internet (% of population),,0.000289277380848561,0.00042649350636189,0.0240641491408465,0.024337392002823,0.0652388555011476,0.18204833106115,0.217128445069958,0.22,0.22,0.25,0.98,4,8,11.52,21.72583401,25.07330424,30.6781831132592,
Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),0.861165423496965,1.15886741824994,2.83364423292759,4.07063631542006,7.49728656496901,8.62479292685604,10.0116952355462,11.9792138252415,15.1267797123267,17.8695733625643,20.8490287449386,23.1344719047693,26.4044591916279,29.92718801056,34.9445409688208,43.2279229192634,43.218212177006,51.1623028931429,59.6425008317772
Montenegro,MNE,Individuals using the Internet (% of population),,,,,25.3500686036232,27.1,28.9,30.8,32.9,35.1,37.5,35.6115412460109,56.8387825490631,60.31,61,68.1195810359317,69.88164684,71.27233254,71.51712879353
Mongolia,MNG,Individuals using the Internet (% of population),1.25565200358112,1.65323823906982,2.0395726034818,,,,,9,9.8,10,10.2,12.4999911084745,16.4,17.699984237,19.9424474349209,22.5000041337688,22.2657705,23.7142651737061,47.1609401961253
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Individuals using the Internet (% of population),0.109592530041641,0.160031946644069,0.259612611253739,0.419538843913707,0.679447835392438,0.854357118107528,0.842954488044236,0.91,1.56,2.68,4.17,4.3,6,7.29393733,9.236314896,16.93353299,17.5212390868424,10,
Mauritania,MRT,Individuals using the Internet (% of population),0.192031462434805,0.261448551967195,0.363229414608579,0.424004895843197,0.481470438230954,0.669966474877597,0.97966125273203,1.43361319586788,1.87,2.28,4,4.5,5,6.2,10.7,15.199126690825,18,20.80096366143,
Mauritius,MUS,Individuals using the Internet (% of population),7.28153511499385,8.78090401892036,10.252624671916,12.1871062041308,13.6890885885342,15.1722287524914,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.116825135,44.8032753683379,50.1393184766711,52.19132594,55.4032403002657,58.596169704299
Malawi,MWI,Individuals using the Internet (% of population),0.126780944756387,0.164020725330811,0.21509472652259,0.278815116302304,0.347505334967577,0.384489334082782,0.425137489606563,0.965864736553132,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,5.3,11.47,13.7821643919877,
Malaysia,MYS,Individuals using the Internet (% of population),21.3847311644538,26.6959725007084,32.3382043389359,34.9711523397291,42.2522656295248,48.629170245984,51.6379889864403,55.7,55.8,55.9,56.3,61,65.8,57.05751226,63.6654258813225,71.0640678111957,78.78830993,80.14047901,81.2010486181174
North America,NAC,Individuals using the Internet (% of population),43.8841640809698,50.1686287650263,59.0588592010351,61.9412897084349,64.8750121460754,68.3304403496209,69.2730261938856,74.8221899816302,74.2688086987766,71.9250963998418,72.5489982887815,71.056958434032,75.5335297673999,72.8493027183661,74.4252310539038,76.1172938307629,86.1149971059574,87.6470502224103,
Namibia,NAM,Individuals using the Internet (% of population),1.64473954726899,2.41697944170998,2.63369976876116,3.35983988553801,3.8047156152631,4.01004664442375,4.39887064732726,4.83561077833704,5.32900377208954,6.5,11.6,12,12.9414,13.9,14.84,25.68785182,31.0333459383454,51,
New Caledonia,NCL,Individuals using the Internet (% of population),13.9395488232698,18.2371097828416,22.389797417113,26.4083344703588,30.2980462088488,32.3590147531561,33.5157146807209,35.05,34.51,33.99,42,50,58,66,70,74.00175279141,,82.0058408035186,
Niger,NER,Individuals using the Internet (% of population),0.0362612938065891,0.10518543139701,0.127152468779619,0.155698703668983,0.189933733703092,0.221341351487395,0.294033977096223,0.390390619762082,0.7,0.76,0.83,0.9,1.05,1.15,1.24867568902241,2.476219975,4.32275803028068,10.22431156,5.25048768669473
Nigeria,NGA,Individuals using the Internet (% of population),0.0640808079494101,0.089901370457273,0.320461975542327,0.558576244860521,1.28613764134527,3.54915571796492,5.54503608300536,6.77,8,9.3,11.5,13.8,16.1,19.1,21,36,25.67,42,
Nicaragua,NIC,Individuals using the Internet (% of population),0.980216486692385,1.44879942820716,1.71472958428668,1.88041253242301,2.32066460863941,2.56635117656203,2.8055730627337,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.704291498993,24.5718339595365,27.8630400087748,
Netherlands,NLD,Individuals using the Internet (% of population),43.984351373138,49.3730621073123,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.4199957622284,92.859992359525,93.9564,91.666666,91.7241379310345,90.4109589,93.19727891,94.7120737217303
Norway,NOR,Individuals using the Internet (% of population),52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.4899826515194,94.6499780533304,95.0534,96.3,96.8103,97.29820367,96.3576013,96.4916579887094
Nepal,NPL,Individuals using the Internet (% of population),0.204651683653029,0.240015303375743,0.312956060108532,0.382810917017044,0.449843651215974,0.82655126590551,1.14138916388191,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.58161800656,19.688763836629,34,
Nauru,NRU,Individuals using the Internet (% of population),,2.98715523250025,,,,,,,,,,54,,,,,,57,
New Zealand,NZL,Individuals using the Internet (% of population),47.3795565432096,53.2410152941279,59.0807532812931,60.9625398663824,61.8476278106481,62.7202123689541,69,69.76,72.03,79.7,80.46,81.23,81.644470179502,82.78,85.5,88.22288881795,88.470186347099,90.8110930723827,
OECD members,OED,Individuals using the Internet (% of population),27.8843173069017,33.417914151159,41.5437181609937,45.7673275814136,50.6019264459056,54.2170670065093,56.6960308282291,61.9746778150506,64.0294900723923,65.449391474847,67.7367619207762,68.6422017583691,71.048562152628,72.3613553589321,73.9774338032517,76.4930842793664,80.7107710199396,81.7149077903853,82.5248536095399
Oman,OMN,Individuals using the Internet (% of population),3.52042141651097,5.89384152148671,6.87339603918545,7.25574294536556,6.75885217024525,6.68358142020519,8.299716672503,16.68,20,26.8,35.8278,48,60,66.45,70.22,73.53,76.84539047,80.185635733257,
Other small states,OSS,Individuals using the Internet (% of population),5.39398312921704,6.64752296611917,8.61500534762978,10.3695073667132,12.1798257492868,12.9382032467353,14.3337650836116,16.1884856616058,18.8306397970262,20.8552510270155,24.4909812335054,28.1102517413223,31.4428329948374,36.3468113959083,40.1529964234949,43.6449510577874,46.2910498262805,52.850050362276,
Pakistan,PAK,Individuals using the Internet (% of population),,1.31855077925626,2.57742673683831,5.04115812592502,6.16432098534156,6.33232909830782,6.5,6.8,7,7.5,8,9,9.96,10.9,12,14,12.38544676,15.51,
Panama,PAN,Individuals using the Internet (% of population),6.55479647729549,7.26839987788729,8.51807781515595,9.98742407723405,11.1408625409415,11.4840092783071,17.3495661695931,22.29,33.82,39.08,40.1,42.7,40.3018952210488,44.03,44.92,51.2054249948687,54,57.8650900656079,
Peru,PER,Individuals using the Internet (% of population),3.07643061137675,7.57876295717419,8.96694917040028,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.8526009090468,45.46174069,48.72763146,52.5403101713654
Philippines,PHL,Individuals using the Internet (% of population),1.98225319605827,2.52400566008269,4.33227574643007,4.85767226708512,5.2436284521711,5.3976363293955,5.74058632534702,5.97,6.22,9,25,29,36.2351,48.099023589,49.6,36,55.5,60.0547603336913,
Palau,PLW,Individuals using the Internet (% of population),,,20.243939470621,21.6015271777354,26.9703326341025,,,,,,,,,,,,,,
Papua New Guinea,PNG,Individuals using the Internet (% of population),0.835249302427624,0.904103545170821,1.3216569348661,1.37440466802801,1.5079127722725,1.71619047556782,1.754487260668,1.79055936140245,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.60153846153846,11.2091965928578,
Poland,POL,Individuals using the Internet (% of population),7.2854287080601,9.9006697073534,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999896898,62.3099972714691,62.8492,66.6,67.997,73.3007041,75.98536595,77.5417345350006
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),0.123238183798478,0.187289172891093,0.363513133269469,0.645308110141227,0.988132485523726,1.71864123246252,2.46109717205011,3.31110193856206,3.67065151737932,4.37399199507619,6.11904011626366,7.09793321169161,8.58560482018592,10.3258241794619,12.7661817215731,20.2604592251498,16.5090306984056,24.0610550758668,
Puerto Rico,PRI,Individuals using the Internet (% of population),10.4746482089399,15.6300309162012,17.5476475654777,19.7070256578252,22.1307382347014,23.4000504486583,25.4424182102582,27.86,38,41.5,45.3,48,68.9999826014151,68.999990004,,63.47,68.6438072,70.59787359,
"Korea, Dem. People’s Rep.",PRK,Individuals using the Internet (% of population),0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Portugal,PRT,Individuals using the Internet (% of population),16.4304676923534,18.0871365595338,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.2499968797194,60.3399974868057,62.0956,64.59,68.6329,70.42356709,73.79121395,74.6609681128324
Paraguay,PRY,Individuals using the Internet (% of population),0.747630711548184,1.09879383569333,1.79496959770244,2.11194208210034,3.45243843137079,7.90700786141285,7.96207388394416,11.21,14.27,18.9,19.8,24.7635158793993,29.34,36.9,43,49.72,53.40412748,61.07575622,64.9935430235756
West Bank and Gaza,PSE,Individuals using the Internet (% of population),1.11130620708969,1.83685483917877,3.10009223512517,4.13061635632919,4.40090482603223,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.67,57.42419241388,61.17838482746,65.2,64.3999937114499
Pacific island small states,PSS,Individuals using the Internet (% of population),1.45823070516826,1.8610784459941,3.99388220807923,4.54474215811053,5.1695687642523,5.57615283171781,6.48947051281446,7.38974578432194,8.68941578422154,10.8684669545756,12.9611649582746,17.5998979346836,20.6144847118664,21.861886073389,24.5133142106206,27.6383027368143,30.236064508133,32.7039634145311,
Post-demographic dividend,PST,Individuals using the Internet (% of population),30.5592875524477,36.6625481691906,44.7000192253114,49.7846814265137,54.9777006172731,58.50482512776,60.4365352044941,65.6847350335987,67.6812549954172,68.8943191344564,71.0078451920983,71.4527127912395,74.2481614621629,75.7460868232908,77.4032074997229,78.7188821390999,83.2046121522444,83.8207586498311,
French Polynesia,PYF,Individuals using the Internet (% of population),6.3570635452072,6.25158894552365,8.20021648571522,14.1242937853107,17.8845374263753,21.5421854743002,25.1079642462589,28.59,33.87,44.6,49,49,52.8766305867993,56.8,60.68,64.560209747212,68.440419493378,72.7038953132942,
Qatar,QAT,Individuals using the Internet (% of population),4.86367917875156,6.17026856093911,10.2261289281118,19.242336421002,20.701647851169,24.733493781051,28.9741127135829,37,44.3,53.1,69,69,69.3,85.3,91.49,92.8848264535481,95.1246621661148,97.3888491654164,99.6528491261175
Romania,ROU,Individuals using the Internet (% of population),3.61371729139783,4.53866902895312,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.0099967810008,45.8799942529424,49.7645,54.08,55.7632,59.50395129,63.74728218,70.6812779273268
Russian Federation,RUS,Individuals using the Internet (% of population),1.97723010897647,2.94436778664985,4.12827181796644,8.29886061553908,12.8593889008474,15.2266731976522,18.0232774617216,24.66,26.83,29,43,49,63.8,67.97,70.52,70.1,73.09143462,76.00813853,80.8647214200397
Rwanda,RWA,Individuals using the Internet (% of population),0.0628314595107164,0.240672409832383,0.292784718792575,0.356918467272361,0.43085424337006,0.556041164839515,,2.11538717825754,4.5,7.7,8,7,8.02385427694765,9,10.6,18,20,21.7676326213782,
South Asia,SAS,Individuals using the Internet (% of population),0.475928509299902,0.664542970345947,1.46664446825556,1.84665677654019,2.1900753744214,2.55564645664168,2.99224040806596,3.98381730183109,4.42625968942614,5.16686609553699,7.21973969713248,9.41001702905328,11.5311286535912,13.7606188573742,19.0593018778098,16.2234730219156,20.2398494771729,30.0991840496481,
Saudi Arabia,SAU,Individuals using the Internet (% of population),2.21069180908888,4.6810531658103,6.38470501955932,8.00158289090878,10.2345329969583,12.7050359882849,19.4595543513634,30,36,38,41,47.5,54,60.5,64.713657369019,69.6162358014004,74.87927469,82.12000121,93.3100018480347
Sudan,SDN,Individuals using the Internet (% of population),0.0257850324762484,0.140185224494161,0.439477639075583,0.538471703150458,0.791561615446385,1.29204067798853,,8.66,,,16.7,17.46,21,22.7,24.64,26.61,14.09999994,30.8702957284927,
Senegal,SEN,Individuals using the Internet (% of population),0.403967485868965,0.983794058848003,1.00645453672323,2.10143642986685,4.38602398008563,4.78668408310535,5.61173865217952,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,27,25.6647680413953,46,
Singapore,SGP,Individuals using the Internet (% of population),36,41.6704251756041,47,53.8379432881911,62,61,59,69.9,69,69,71,71,72,80.90205685,79.0292358633435,79.0129570025584,84.45226789,84.44953878,88.1656360313447
Solomon Islands,SLB,Individuals using the Internet (% of population),0.481296806114395,0.468551963584141,0.501919843401009,0.555609881855115,0.64967267325146,0.844307572805697,1.64634798857435,2,3,4,5,6,6.9974,8,9,10.000464982561,11.000902271205,11.9242290619686,
Sierra Leone,SLE,Individuals using the Internet (% of population),0.118254245682183,0.160264445493032,0.176198956814076,0.190173281668183,0.203007680592588,0.215391610340129,0.227669467190838,0.239834698546233,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438,9,
El Salvador,SLV,Individuals using the Internet (% of population),1.17739726914477,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.3213877242007,23.1093,24.7617121459061,26.8026049600572,28.997073045597,33.8207289,
San Marino,SMR,Individuals using the Internet (% of population),48.7994953055999,50.3416690898517,50.8348399446985,50.003453038674,50.5663430420712,50.2595641966736,50.2086593635889,50.3648221088655,54.52,54.21,,49.6,,,,,,60.1823012607528,
